linkname,linkdescription,category,id,link,user_id,linkusername,contactname,contactphonenumber,contactemail,notes
"VuejsExamples","vuejs programming examples","tech","5cc9a47d-2779-4260-827e-b3cf38d327ec","https://vuejsexamples.com/an-application-to-convert-language-codes-using-vuejs-and-chatgpt/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"BulletReloading","bullet reloading wiederladen weapon","offtime","1f76eef3-5aab-4c9d-9109-22aebf546203","https://www.mark7reloading.com","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"SmaerAccessProDev","smartaccesspro battery raspberry pi","smartaccesspro","dd5527cd-92d0-46c1-bc05-26707a6ab477","https://www.youtube.com/watch?v=p86AbqgRaIo,BatteryRaspiWave","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"Mitarbeiterangebote","bosch mitarbeiterangebote employee benefits","bosch","f45b5d08-f26d-4fed-be19-e97599825cb6","https://bosch.mitarbeiterangebote.at/login","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"SpringBootStart","java spring boot starter create java project","tech","4e6a6c4a-55c0-4012-b0b6-e3d9047de72c","https://start.spring.io/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"Akash","decentralized cloud aws azure alternatives","tech","619bfcb6-2674-43ff-b519-086fa549081b","https://akash.network/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"ISAQBWallet","isaqb architecture certificate","education","44e8cb89-3f59-4edb-9f73-d8d58f201bb9","https://app.skillsclub.com/login","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"ParrotOS","parrot os cyber security hacking","tech","d5621022-ad50-4928-b8e5-da98cc60a5be","https://www.parrotsec.org/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"Waffenrecht","","offtime","d3a433d7-de25-423a-aa25-a2916e21509d","https://www.oesterreich.gv.at/themen/gesetze_und_recht/waffenrecht.html","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"Codeium","github copilot alternative for vscode","tech","d42ee03c-2ade-4779-8ba3-46126444aba0","https://codeium.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"Plisio","crypto wallet payments crypto donations","convenient","8acddbc3-00de-49ec-989e-44a841f70d8f","https://plisio.net/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","",""
"KubernetesTraining","kubernetes certificate training","education","10511bcc-cc82-4d25-9beb-983c3d39c210","https://kubernetes.io/training/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","In case that I wanna get a cloud expert, the I need this certificate"
"Isaqb","isaqb architecture certificate main page","education","d88f7a07-6a8d-4414-a3fe-7b87d09b8581","https://www.isaqb.org/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","In case that I wanna get a cloud expert, the I need this certificate"
"Stability","ai image generator open source","convenient","83661206-9ed2-4071-8284-5512a66ba4c2","https://stability.ai/news/stable-diffusion-3","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","In case that I wanna get a cloud expert, the I need this certificate"
"BoschTechTalk","bosch tech talk backlog","bosch","eec61741-fdd6-4006-871c-13d46b047321","https://github.com/orgs/bosch-engineering/projects/52/views/4","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","In case that I wanna get a cloud expert, the I need this certificate"
"PkKeycloak","pk keycloak perfectly keyless","bosch","423004bf-690a-46b5-aeec-e5b5a8287446","https://beg-pkl-e2e.poc.eu.bosch-mobility-cloud.com/iam/realms/master/protocol/openid-connect/auth?client_id=security-admin-console&redirect_uri=https%3A%2F%2Fbeg-pkl-e2e.poc.eu.bosch-mobility-cloud.com%2Fiam%2Fadmin%2Fmaster%2Fconsole%2F%23%2F&state=3b8b19a5-9ef9-495b-80d2-cacfdd77cd4c&response_mode=fragment&response_type=code&scope=openid&nonce=15d6162a-8904-4eda-9b94-e8168a25e657&code_challenge=k_wZYV-Iu_VMocCJcTW0Aiv45cZZ4hbLTioFrgmOFRU&code_challenge_method=S256","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","In case that I wanna get a cloud expert, the I need this certificate"
"Helm","kubernetes package manager helm","tech","2c93b5e0-6440-4351-ab2c-4a473afc5579","https://helm.sh/docs/intro/using_helm/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"ShootingParkLeobers","shooting park range leobersdorf","offtime","6f27bd11-cf6c-42e8-90b0-e3b1a4ab8bcb","https://www.shootingpark.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Libgen","book books get books bookstore","books","6a99d158-88ed-48bc-925a-7df4b51ece59","https://libgen.li/index.php","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Get free books"
"BoschEDX","bosch edx contacts","bosch","5f600dbc-4ed0-46d5-9db6-9240c7435b1d","https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS%3A%2F%2Fwcms_c_Bosch_20GlobalNet%2Fwcms_c_02_20Organization%2Fwcms_c_06_20Subsidiaries_20TOGE%2Fwcms_c_beg%2Fwcms_c_beg_organization%2Fwcms_c_beg_ne%2Fwcms_c_beg_ne_sx%2Fwcms_c_beg_ne_sx_organization%2Fwcms_c_beg_pj_iot_%2Fwcms_c_beg_pj_iot_ed_organization_1%2Fwcms_c_beg_eds_cl%2Fwcms_c_beg_eds_cl_organization","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"AdvancedAnalyticsCon","bosch advanced analytics connector tool catalog","bosch","dacc8ae5-3ea9-42d2-9e21-24c07ac82667","https://rb-tools.de.bosch.com/Tools/Overview/Item/19207?version=26519","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"BikeparkSemmering","bikepark semmering downhill mountainbike","offtime","86adc1cc-7a1d-43f5-997b-12eddfc88766","https://www.bikeparks.at/bikeparks/bikeparks-niederoesterreich/bikepark-zauberberg-semmering.html","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"Onlineprinters","onlineprinters print visitenkarten","convenient","a06a5ffa-0161-4744-95ae-8bb42b29a925","https://www.onlineprinters.de/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"Technews1","tech newspaper","newspaper","1c484454-2ffe-41c0-98f9-8e017eb238a0","https://techcrunch.com/?guce_referrer=aHR0cHM6Ly9kdWNrZHVja2dvLmNvbS8&guce_referrer_sig=AQAAAJPxs9s0Mvi9htY3WzFOjYW_DgdwEcjTaTPM7ZxcV8srFEkarz62tU9mv5DDrBcF2lJLEaLU6FfVBpzY6BUxY6H4rMlYaZo9RiYO-L_9LFd5hjzjFdL9Dxv8yTGR-4NFHDohaTza-STi1xDx3Bwq2_rW4bj1en0tpopLTjJFTraL&guccounter=2","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"AzurePriceCalculator","azure price calculator","tech","717c49f2-4804-4eea-9491-346181dfe44e","https://azure.microsoft.com/en-gb/pricing/calculator/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Request access rights for PK Kubernetes Cluster"
"AzureAppRegister","azure app register","bosch","cd4c4b17-9098-45d1-8225-76b0faa45718","https://inside-docupedia.bosch.com/confluence/pages/viewpage.action?pageId=2387425668","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Dont forget when register a azure app service at bosch"
"Arms24","","offtime","36795359-b23d-42e2-8f36-687fa280633f","https://www.arms24.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"LongRangeSlovakia","","offtime","352e8356-31a1-4a53-8bfa-1cf7a63ab11a","https://precisionrifleteamrda.sk/tr%C3%A9ningy","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Freelancer","book freelancer programmer","convenient","71ae0b6e-1468-400d-872f-5d7415e65819","https://www.freelancer.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Tubi","free streaming tubi tv movies","offtime","512179f7-f2b3-43ab-8d06-f6c74c0d04af","https://gdpr.tubi.tv/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Access via USA VPN"
"FMA","free music libryary","private","c4a2d2b1-9cb4-4cbc-bd95-0eb5e026c5ad","https://freemusicarchive.org/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","free mp3 music"
"Lokinet","annonymous internet alternative decentarlized cyber security","tech","7c624e6a-ae65-40a9-884c-ae5543dc9597","https://lokinet.org/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"DatabricksAA","bosch databricks lakehouse","bosch","770664a6-32b5-4741-98f6-9b0868f0f448","https://adb-5679149141934812.12.azuredatabricks.net/?o=5679149141934812","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Lakehouse - https://beg-cog-elastic-stack.es.westeurope.azure.elastic-cloud.com/"
"Citrix","citrix bosch","bosch","4e90adf7-f0d8-460b-a75e-6dc56c109b7d","https://vwp-emea.bosch.com/Citrix/VwpSSOStoreWeb/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"AutomotiveNews","automotive newspaper news","newspaper","b747b0f0-8fb4-4cdc-abab-818a7fe33fca","https://www.automotiveworld.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Amazon","amazon shopping","shopping","98e72d9f-c99d-41d6-b40b-ca77f843d299","https://www.amazon.de/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"JupyterNotebook","python jupyter notebook programming","tech","e2c978e6-7c64-4907-9f31-218286892971","https://jupyter.com","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Reclaim","ai calendar for work productivity","convenient","847f1c3f-8948-40d7-9e31-7d61abd89f3c","https://reclaim.ai/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Olight","olights light laser modules weapon gun","offtime","711310c2-fd9d-45db-a8c9-8504d2a883bb","https://www.olightstore.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"GoogleSchoolar","google schoolar scientific paper search engine study","convenient","afb1b220-8da9-4481-a03c-9acd86c0fd85","https://scholar.google.at/schhp?hl=de","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Canyon","downhill dream bike mountainbike fully","offtime","b32afdcf-4c4d-4768-a57a-c1c26cbd33f6","https://www.canyon.com/de-de/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"HuggingSpaceAi","hugging spaces ai","tech","e7b16b3e-d7ea-4a8d-9c43-921090c84089","https://huggingface.co/spaces","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"RentBoat","","offtime","734cb6f9-2534-4499-ae85-9d16315c4921","https://woertherseeboote.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"APIDocs","api documentation template","convenient","2f7e67f9-f80d-4638-ba17-499579b421ef","https://github.com/floriannicolas/API-Documentation-HTML-Template","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"PetsDeli","pets deli cat food katzen","cats","f096850d-dd03-4fab-8e70-b90ae1ee0bf8","https://www.petsdeli.de/pages/katzen","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"OnlineSQL","online sql compiler to exercise","tech","7fc76d72-8b18-4b23-b681-9f707754b210","https://www.programiz.com/sql/online-compiler/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"BioRestaurant","bio restaurant food meals","offtime","162347a8-62f3-4013-bbb6-dd2579f2c1cf","https://kolarik.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Upwork","order freelancer programming","convenient","5fe8be26-d9ff-4837-879d-c10e2891b3db","https://www.upwork.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Not recommended they just want to have cheap developers"
"NotarWien","notar wien goverment","private","6acec2ef-5889-4ae1-821a-3244c40602be","https://www.notar1020.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Notar"
"PkBitbucket","pk bitbucket pk documentation git","bosch","b92dc45f-ac86-43a7-bd23-0ab19e17bf98","https://sourcecode.socialcoding.bosch.com/projects/TDWI/repos/pk_mvp_docu/browse","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"BoschItServicePortal","it service portal bosch","bosch","8a49d215-d77b-412c-a266-b5bef4c97f73","https://service-management.bosch.tech/sp","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"DataDiggerDevOps","datadigger azure devops git","bosch","64bee015-8a93-44d3-91d0-710be529ce99","https://dev.azure.com/DDS-BEGOS/Data%20Digger","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"Galaxus","online shopping galaxus like amazon","shopping","b11ed323-c14d-41a9-8b80-756c74d9f38c","https://www.galaxus.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"WexlTrails","wexl bikepark downhill mountainbike trails","offtime","3cb29648-3b7f-447f-b0e9-40d93e0c67ed","https://www.wexltrails.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Oceanpark","oceanpark wien millenuim city bowling","offtime","505d59cf-82cd-4158-a269-51d70a29b0ed","https://www.oceanparkwien.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"TechMetals","tech metals invest","invest","9772e5ac-799a-4ea3-b919-5f626d94b28a","https://tradium.com/en/buy-technology-metals/indium-for-sale/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Credly","aws solution architect certificate platform","education","f31a4fef-faed-45fd-8c83-d5f3e2a902d0","https://www.credly.com/users/fabian-waismayer/badges","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"CloudNews","cloud newspaper tech news","newspaper","77b4b1ab-a0f4-490a-9587-10fb3eeff374","https://www.technologyreview.com/topic/computing/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Keyboardtrick","keyboard trick linux apple magic keyboard and linux","convenient","738ffd49-3b35-46ab-9bc7-093943ccae32","https://superuser.com/questions/1291939/shortcut-to-change-keyboard-layout-in-linux-mint-cinnamon#1315983","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Cracklock","crack door lock smartaccesspro","education","72719229-08ff-4a51-aad6-e4b832003431","https://www.youtube.com/watch?v=T_sy3dLwHkc","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Check ammunition prices"
"Zoneminder","home camera surveilance system open source home protection","tech","2364f427-fb02-46f6-94b6-2b45d9e1cce6","https://zoneminder.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"KubernetesPackages","kubernetes packages like npm for node","tech","e48b30c1-fde3-4249-ba89-b36dcfab3ef4","https://artifacthub.io/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Newman","extention for postman newman","tech","ef726975-1722-4098-a2ad-900210e5de1e","https://learning.postman.com/docs/collections/using-newman-cli/command-line-integration-with-newman/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Trading212","trading212 invest broker","invest","88b250ed-8a28-4655-aa6b-ded82f082d5f","https://www.trading212.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"DbDiagrams","create database diagram entity relationship model","tech","ba69ca65-8f26-45a9-8581-2ab0118ad01b","https://dbdiagram.io/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BoschLearning","bosch learning tool","bosch","ac9abea4-5750-4396-8ada-62c929cd2d69","https://search.bosch.com/sites/Learningportal/Pages/204_eUniversities/eUniversities.aspx?backTitle=HomePage&backUrl=https://search.bosch.com/sites/Learningportal/Pages/HomePage.aspx?InitiativeList=InitiativeList&InitiativeListUrl=InitiativeListUrl","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"BoschUdemy","bosch udemy learning platform","education","68b1828b-8047-4115-a131-2d180b00f4d3","https://bosch.udemy.com/organization/home/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"ReloadBullets","reload bullets wiederladen weapon gun","offtime","7ae62b95-f313-4ed0-9a47-58918cf69661","https://youtu.be/W-YcZzcqdZw?feature=shared,ReloadOfBullets","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"MvpCss","mvp css minimal css andy brewer","tech","cda32eb8-40b9-4d84-ac05-d9a900169d4b","https://andybrewer.github.io/mvp/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Glitch","cloud hosting glitch hoster","tech","115e7745-e4e9-45cd-8d9e-e7b99bae5808","https://glitch.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"GitBoschEngineering","bosch engineering github","bosch","f73ccd8b-43bf-4907-9d9a-0581c2d61637","https://github.com/bosch-engineering","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Unsplash","images photos Fotos unsplash","convenient","510e47a3-4f3d-4f04-8b96-a56f324868d6","https://unsplash.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"PahoPy","test mqtt connection with python","tech","633de97a-5ec3-45b2-b0e1-7fd80f5704da","https://pypi.org/project/paho-mqtt/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Plex","plex streaming like netflix","offtime","9f8b78f7-3652-4be0-90fc-600d95bb9453","https://www.plex.tv","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Zano","restaurant food meals","private","7584895b-2fe5-4d4b-8b6f-59f7a7c5ceb8","https://zano-restaurant.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Mega","mega cloud storage","private","269419aa-d1f0-4dfc-a647-9d4945cade60","https://mega.io/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BoschAzureSandbox","azure bosch sandbox","bosch","34f02317-cd46-4a10-af51-31c30639c90b","https://portal.azure.com/#@bosch.onmicrosoft.com/resource/subscriptions/d92b55ed-4f80-4a97-8e7b-4b5fd54d8906/overview","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Fintech","fintech forbes","newspaper","b4406bb4-2799-47ac-960c-d713ad1c50fb","https://www.forbes.com/advisor/banking/what-is-fintech/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Filecoin","cloud storage files","private","c28fd648-de52-4d56-bd10-ce25cccc03af","https://filecoin.io/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Fiverr","fiverr order freelancer programmer","convenient","7b9f61d0-f679-403d-aa1f-ae37183ef19b","https://www.fiverr.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"AWSBoschPartner","aws bosch partner central","bosch","de487dd5-3032-445d-8c92-f4f96ef0c6a5","https://partnercentral.awspartner.com/partnercentral2/s/login?ec=302&startURL=%2Fpartnercentral2%2Fs%2F","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BoschLeanX","bosch leanx application portfolio","bosch","08be3844-9ddc-4223-aa80-9dc2494b0398","https://connect.bosch.com/blogs/8d6b11d1-de37-42a6-83bb-b258a17a5ace/entry/What_is_an_Application?lang=de_de","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"XState","nodejs statemachine xstate","tech","8d1c215a-b809-4c9f-ac40-736fe98673e7","https://xstate.js.org/docs/visualizer/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Mainhoster","mainhoster hoster cloud","tech","c10b5607-de27-4fc5-a56f-e3aa0075096d","https://login.mainhoster.de/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"Soundcloud","music soundcloud","private","d7c29b82-0ef0-414b-a8d9-a8068e6e8b76","https://soundcloud.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","music"
"MacBosch","mac at bosch bcn managed","bosch","e629f0ab-fae3-4829-bb67-f884426953fd","ttps://inside-docupedia.bosch.com/confluence/display/MAC/Configure+Bosch+Proxy","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","*"
"Clockify","clockify time management","convenient","6f139128-6169-4bce-8bfe-bc1c3849d7d6","https://clockify.me/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BEGTechRadar","beg bosch tech radar","bosch","4a2787ad-c973-4c01-98f6-6c5b6945e8a2","https://tech-radar.beg-dev.io/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"PkERM","pk entity relationship model database postgres","bosch","4590725e-7c21-49a9-b93b-579fc10ad093","https://dbdiagram.io/d/BCA-64f5eb9402bd1c4a5eef5157","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BoschTube","bosch tube","bosch","89f9889d-4989-4174-9485-7b107ec6e27a","https://bosch.mediaspace.de.kaltura.com/home","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Codeberg","my codeberg account git","git","0e5b6d06-b52b-4a85-981a-d0fce1bc79f2","https://codeberg.org/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Zooplus","zooplus cat food","cats","a8bb94f1-583c-4a4e-8765-db15d41988d2","https://www.zooplus.at","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Geizhals","geizhals preisvergleich","convenient","79a834ee-3347-4ff8-8d6f-b4b80d6136f1","https://geizhals.at/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"Messerworld","knifes messer messerwolrd","private","9787a554-6fb1-42aa-b029-fc6201c3a90e","https://www.messerworld.de","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BioLinks","open source link collection","convenient","2fd56966-980f-491b-bba8-fb139316f351","https://bio.link/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","","","Home defense"
"BarbershopHuma","huma eleven barber shop","private","609632b5-fe09-4b36-b78f-d9b747fe1fb8","https://www.bohac.at/standorte/bohac-huma-eleven","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","+43 1 264 74 72","","Barber: Andi"
"Netzpolitik","newspaper netzpolitik","newspaper","26819bee-675f-41f6-aa4a-7c03dca0220a","https://netzpolitik.org/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","+43 1 264 74 72","","Barber: Andi"
"ApiNinjas","api ninjas api portfolio","tech","8412c8b4-a916-4688-be27-71b6c2b89450","https://api-ninjas.com/api","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","+43 1 264 74 72","","Barber: Andi"
"GatheringPhoneNumber","phone number gathering tool kali linux hacking","tech","0aab5e17-9093-4c7f-a148-9d506f584062","https://www.geeksforgeeks.org/scylla-phone-number-user-information-gathering-tool-in-kali-linux/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","+43 1 264 74 72","","Barber: Andi"
"Blackblaze","cloud storage encrypted","tech","e5cfee17-6768-4927-b0f4-4512b012e6e3","https://www.backblaze.com/","dbe333e9-5fd9-459c-87eb-bc273ff57865","","","+43 1 264 74 72","","Barber: Andi"
